pressure,temperature,salinity,mineral,contact_type,theta0,contact_angle
14.9816047538945,369.20500159356357,9.442721849367127,quartz,st,4,46.97596347506506
6.240745617697461,308.0115780658876,0.7492785969697731,quartz,st,3,55.54038549963565
5.714672716877631,346.1184124170617,0.7277093694495933,quartz,adv,1,26.208802912678717
7.272998688284025,310.1221472587144,3.9247249341780366,quartz,adv,4,45.48189329741096
17.27780074568463,318.4246437952492,7.892902341918695,quartz,adv,3,51.329741160281365
38.950220753658364,313.9233932131334,1.1688230054733884,quartz,adv,2,49.759804789354526
15.29847965068651,371.7087782071227,6.021241322898941,quartz,st,2,45.47073908193688
27.212301543511188,330.6884424016548,0.17111799896227822,quartz,st,3,41.8141333269015
22.531528713821572,325.67707069557355,0.2059646536407631,quartz,adv,3,55.547713119177104
9.641018641040468,348.61129094956027,7.86895688539581,quartz,rec,2,43.64941773576674
36.372816083151285,315.9260585832013,8.546537468166367,quartz,adv,1,35.62742333917111
22.70801311279966,298.411123519078,10.865473592275482,quartz,adv,1,22.39085873739205
35.79309401710595,342.0382983684535,11.892177631798207,quartz,adv,3,51.90312927533695
1.8090915564215226,321.05043546877135,5.013937036994318,quartz,adv,4,56.016224902482605
23.47004662655393,370.32465865933864,7.830741795158232,quartz,st,0,52.52830242383469
11.850940228163296,308.7255543078512,0.20170964696140173,quartz,st,0,20.71329877461536
7.948627261366896,296.4252030185174,10.51945242706736,quartz,st,2,41.79247861057985
31.607021621248226,342.6589180581379,11.949281332822203,quartz,adv,0,52.99780072085518
36.59838702175123,361.45297048981456,5.797913696382824,quartz,st,4,42.346014389767056
29.18424713352256,345.0919252943514,11.445044379234613,quartz,st,2,37.70249548316411
4.783769837532068,350.9198486161706,9.814127127157978,quartz,adv,2,40.05343516286346
20.909313175279763,328.9206584136083,0.32790673499882794,quartz,st,2,52.4245969612125
1.25716742746937,345.0036016673111,4.0551921558846145,quartz,adv,4,20.424206195666834
9.971689165954999,327.5994850737435,9.746609687205328,quartz,st,2,35.52314333795189
27.79139732158818,363.7960236041748,8.054167220925933,quartz,adv,0,43.25185201656163
4.219770393210824,331.1531619271841,2.8178816400971534,quartz,adv,2,33.9012959825738
12.97380084021096,305.40077251195186,4.596242111192977,quartz,adv,0,12.809721812641646
10.885289975385412,345.8721392816849,0.006712863239574063,quartz,st,0,15.688820123487753
12.19125032632116,308.67850069200654,6.889753509943201,quartz,adv,4,59.682706124325236
27.697441315610813,316.74474970248616,3.149219236996287,quartz,rec,0,25.44251574282303
16.15344684232163,300.99670302739156,3.2755088397530465,quartz,adv,1,30.853662927246233
28.49082359697768,307.4026936064118,12.87085225713135,quartz,rec,0,17.649004534032457
39.064598233306114,327.64985002550384,0.4263544544170742,quartz,st,0,18.327464845261442
9.582475626678896,307.1569051510242,6.313940607580563,quartz,adv,3,54.28139708653903
3.23413305330861,324.4633931167281,3.123863203778794,quartz,adv,4,39.675663756289595
25.292233223743178,344.7817877285889,6.911493424564385,quartz,st,0,26.77906807100705
12.831202598869433,310.36192530078876,0.5259993260564545,quartz,rec,3,49.73651065706296
0.6635131571142461,335.43116548904464,2.9217955000533995,quartz,rec,3,33.112315742495376
37.62093057958416,326.6130456237392,6.678992421804494,quartz,st,2,72.3823277498991
13.64265404201034,304.73746113552534,11.92854767579346,quartz,adv,1,21.018165240063794
10.317665108606224,346.8187715446318,10.542166382595685,quartz,st,3,48.96199284028625
21.18602313424026,314.62262639933476,1.2010257046961,quartz,st,4,65.95516632394859
35.305453727573585,310.5304473422862,3.5974404484391465,quartz,rec,2,46.743610379941494
34.252971675123696,327.14712578840863,11.452234274016382,quartz,rec,0,39.926036794374546
6.465148563784551,365.1886725165851,7.82293486960871,quartz,rec,0,40.80761059372226
26.54007076432223,296.38974195615884,2.0744238632857326,quartz,adv,1,30.36336041236555
27.67580790770773,346.20101698170026,2.8930740920412212,quartz,st,3,39.57197294285675
9.489963499872003,321.0557767582636,9.629739126022512,quartz,rec,2,53.83931036715217
